Gene	L3	L4	nhr-67	N2	max_wtLC/N2	RNAi_screen	Protein size(s)	Protein feature	TF	Disease ortholog	Strict human ortholog	NCBI KOG	Bork KOG	PFAM domain	WBPhenotype	NOT WBPheno
WBGene00007150|B0365.1	3.26	1.26	5.44	73.85	0.04		1099 aa	Seg				KOG1254 (ATP-citrate lyase)	"COG0045: Succinyl-CoA synthetase, beta subunit; COG0074: Succinyl-CoA synthetase, alpha subunit; COG0372: Citrate synthase; KOG1254: ATP-citrate lyase; meNOG06139: ATP citrate protein"	PF00285: Citrate synthase; PF00549: CoA-ligase; PF02629: CoA binding domain; PF08442: ATP-grasp domain		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00021913|Y55B1BR.3	0.12	0	0	2.72	0.04		679 aa	Seg; Ncoils				KOG1911 (Heterochromatin-associated protein HP1 and related CHROMO domain proteins)	KOG1911: Heterochromatin-associated protein HP1 and related CHROMO domain proteins; meNOG24724: Chromatin binding protein	PF00385: 'chromo' (CHRromatin Organisation MOdifier) domain	WBPhenotype: Emb	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001854|F22F1.1|hil-3	0.2	0.24	7.72	5.45	0.04		208 aa	Seg				KOG4012 (Histone H1)	KOG4012: Histone H1; meNOG22612: Histones H1 are necessary for the condensation of nucleosome chains into higher order protein	PF00538: linker histone H1 and H5 family		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00011336|T01E8.9|ubxn-5	0	2.58	11.08	58.96	0.04		174 aa	Seg; Ncoils						PF00789: UBX domain		
WBGene00009331|F32D8.7	0.12	0	0	2.75	0.04		378-380 aa	SignalP; Tmhmm; Seg						PF00014: Kunitz/Bovine pancreatic trypsin inhibitor domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001227|R08D7.3|eif-3.D	5.57	1.82	1.09	127.76	0.04		570 aa	Seg			StrictHumOrth	"KOG2479 (Translation initiation factor 3, subunit d (eIF-3d))"	"KOG2479: Translation initiation factor 3, subunit d (eIF-3d); meNOG05095: Eukaryotic translation initiation factor 3"	PF05091: Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)	WBPhenotype: Emb; Gro; Pvl; Ste; Unc; pattern of transgene expression variant; receptor mediated endocytosis defective	
WBGene00020070|R13H9.1|rmd-6	0	0.53	0	12.18	0.04		225 aa					TWOG0214 (Uncharacterized conserved protein)	"NOG70879: Annotation not available; euNOG08342: Family with sequence similarity 82, member A protein; meNOG17532: Family with sequence similarity 82, member A protein"			
WBGene00015056|B0222.5	0	0.28	0.47	6.44	0.04		369 aa	SignalP; Seg				KOG4295 (Serine proteinase inhibitor (KU family))	KOG4295: Serine proteinase inhibitor (KU family)	PF00014: Kunitz/Bovine pancreatic trypsin inhibitor domain; PF00086: Thyroglobulin type-1 repeat		NOT WBPheno: Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00008364|D1046.3	0	0.16	0	3.68	0.04		269 aa	Tmhmm			StrictHumOrth	KOG0768 (Mitochondrial carrier protein PET8)	"KOG0768: Mitochondrial carrier protein PET8; meNOG10602: Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. Specifically mediates the transport of S- adenosylmethionine (SAM) into the"	PF00153: Mitochondrial carrier protein		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00007875|C32H11.12|dod-24	0.32	0.55	16.03	12.67	0.04		361 aa	SignalP				LSE0511 (Uncharacterized protein)		PF02408: CUB-like domain	WBPhenotype: Age	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00013891|ZC434.3	0	0.29	0	6.69	0.04		474 aa	SignalP; Tmhmm; Seg				LSE0800 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00003504|ZK1098.8|mut-7	0	0.28	0	6.47	0.04		910 aa	Seg				KOG2207 (Predicted 3'-5' exonuclease)	KOG2207: Predicted 3-5 exonuclease; meNOG12634: 3'-5' exonuclease	PF01612: 3'-5' exonuclease; PF01927: Protein of unknown function DUF82	WBPhenotype: Lva; RNAi resistant; endo siRNA binding variant; endogenous transposase levels increased; germline RNAi resistant; germline transgene silencing variant; nuclear import defective; siRNA expression variant; somatic transgene silencing variant; transgene expression increased; transposon mutator; transposon silencing variant	NOT WBPheno: 21U RNA expression variant; Bmd; Emb; Gro; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00018297|F41F3.3	5.67	0	0	131.15	0.04		156 aa	SignalP; Seg				LSE1007 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000151|T05H10.2|apn-1	0.99	0.16	4.74	22.91	0.04		396 aa	Ncoils				KOG3997 (Major apurinic/apyrimidinic endonuclease/3'-repair diesterase APN1)	COG0648: Endonuclease IV; KOG3997: Major apurinic/apyrimidinic endonuclease/3-repair diesterase APN1; meNOG24983: Apurinic or apyrimidinic protein	PF01261: Xylose isomerase-like TIM barrel	WBPhenotype: Emb	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00008533|F02E9.10	0.24	0.56	0.31	12.97	0.04		387-455 aa	Seg				KOG4155 (WD40 repeat)	COG2319: FOG: WD40 repeat; KOG4155: FOG: WD40 repeat; meNOG06217: WD repeat protein	"PF00400: WD domain, G-beta repeat"		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00016390|C34B2.5	1.5	1.73	0	40.17	0.04		207 aa	Seg; Ncoils			StrictHumOrth	KOG4234 (TPR repeat-containing protein)	KOG4234: TPR repeat-containing protein; meNOG09939: Tetratricopeptide repeat		WBPhenotype: late larval arrest	NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00000407|T27E9.3|cdk-5	4.11	1.89	36.09	95.84	0.04		292 aa				StrictHumOrth	KOG0662 (Cyclin-dependent kinase CDK5)	COG0515: Serine/threonine protein kinase; KOG0662: Cyclin-dependent kinase CDK5; meNOG05322: Cell division protein kinase 5 (EC 2.7.11.22)	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase	WBPhenotype: Emb; Ste	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Stp; Variant; embryonic development variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00018481|F45F2.9	1.03	1.19	15.28	27.86	0.04		75-187 aa				StrictHumOrth	KOG3197 (Predicted hydrolases of HD superfamily)	KOG3197: Predicted hydrolases of HD superfamily	PF01966: HD domain	WBPhenotype: Ste	NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00010883|M7.7	0	0.19	0	4.45	0.04		364 aa					KOG1164 (Casein kinase (serine/threonine/tyrosine protein kinase))	COG0515: Serine/threonine protein kinase; KOG1164: Casein kinase (serine/threonine/tyrosine protein kinase); meNOG05143: Tau tubulin kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00015629|C09B9.4	0	0.18	0	4.22	0.04		359 aa					KOG1164 (Casein kinase (serine/threonine/tyrosine protein kinase))	COG0515: Serine/threonine protein kinase; KOG1164: Casein kinase (serine/threonine/tyrosine protein kinase); meNOG05143: Tau tubulin kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00019732|M02D8.6	0	0.4	4.83	9.4	0.04		117 aa	SignalP								
WBGene00012487|Y18D10A.23	0	0.84	0	19.81	0.04		503 aa	Tmhmm; Seg				KOG1303 (Amino acid transporters)	KOG1303: Amino acid transporters; meNOG24221: Protein involved in amino acid transport	PF01490: Transmembrane amino acid transporter protein; PF03222: Tryptophan/tyrosine permease family	WBPhenotype: reduced brood size	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000090|B0334.8|age-1	0	0.56	0	13.21	0.04		1182 aa	Seg		OMIM_2010			COG5032: Phosphatidylinositol kinase and protein kinases of the PI-3 kinase family; KOG0904: Phosphatidylinositol 3-kinase catalytic subunit (p110); meNOG04032: 3-Kinase catalytic	"PF00454: Phosphatidylinositol 3- and 4-kinase; PF00613: Phosphoinositide 3-kinase family, accessory domain (PIK domain); PF00792: Phosphoinositide 3-kinase C2; PF00794: PI3-kinase family, ras-binding domain; PF02192: PI3-kinase family, p85-binding domain"	WBPhenotype: Age; Daf c; cadmium resistant; organism temperature response variant; paraquat resistant; transgene expression increased	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; drug induced life span variant; postembryonic development variant; protein subcellular localization variant; transgene expression reduced; unfertilized oocytes laid
WBGene00009346|F32H2.10	1.72	0	0	40.59	0.04		171 aa									NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00013373|Y62E10A.2	0.64	0.37	1.65	15.11	0.04		130 aa				StrictHumOrth	TWOG0821 (Unnamed protein)	meNOG18991: Ribonuclease P protein subunit p20 (EC 3.1.26.5)	PF01918: Alba; PF12328: Rpp20 subunit of nuclear RNase MRP and P	WBPhenotype: Gro; Lva; Pch; pattern of transgene expression variant; receptor mediated endocytosis defective	NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00008629|F09F3.9|cpt-5	0.24	0	0	5.67	0.04		735 aa	Seg				KOG3716 (Carnitine O-acyltransferase CPTI)	KOG3716: Carnitine O-acyltransferase CPTI; meNOG05539: Carnitine protein	PF00755: Choline/Carnitine o-acyltransferase	WBPhenotype: Daf c	NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00006943|B0336.1|wrm-1	0.12	0.14	0	3.31	0.04		796 aa	Seg	Thomas+W_TF				KOG4203: Armadillo/beta-Catenin/plakoglobin; meNOG04952: Plakoglobin protein		WBPhenotype: Emb; Let; Ste; cell fate specification variant; cell polarity variant; endoderm absent; fertility variant; nicotine hypersensitive; no Intestine; protein phosphorylation reduced; protein subcellular localization variant; transgene expression reduced; vulva development variant	NOT WBPheno: Bmd; Variant
WBGene00016971|C56E6.3|toe-2	1.09	0	0	25.81	0.04		607-621 aa	Seg; Ncoils						"PF00610: Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000767|C35D10.4|coq-8	0	0.84	0.16	19.9	0.04		755 aa	Seg		OMIM_2010	StrictHumOrth	KOG1234 (ABC (ATP binding cassette) 1 protein)	COG0661: Predicted unusual protein kinase; KOG1234: ABC (ATP binding cassette) 1 protein; meNOG04278: Protein kinase	PF03109: ABC1 family	WBPhenotype: Age; Gro; Stp; coenzyme Q depleted; mitochondrial metabolism variant	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Variant; embryonic development variant; postembryonic development variant
WBGene00013284|Y57A10C.6|daf-22	0.27	0	0.35	6.4	0.04		412 aa				StrictHumOrth	KOG1406 (Peroxisomal 3-ketoacyl-CoA-thiolase P-44/SCP2)	COG0183: Acetyl-CoA acetyltransferase; KOG1406: Peroxisomal 3-ketoacyl-CoA-thiolase P-44/SCP2; meNOG05627: Nonspecific lipid-transfer protein (EC 2.3.1.176)	"PF00108: Thiolase, N-terminal domain; PF02803: Thiolase, C-terminal domain"	WBPhenotype: dauer pheromone production defective; dauer pheromone secretion variant; fat associated bodies increased; fat content variant; physiology variant	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012402|Y6E2A.9|sfxn-1.3	0	0.32	0	7.6	0.04		201-329 aa	Tmhmm; Seg				KOG3767 (Sideroflexin)	KOG3767: Sideroflexin; meNOG05181: Sideroflexin protein	PF03820: Tricarboxylate carrier		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00017101|E02H9.3	0.12	0.28	106.41	6.65	0.04		468-471 aa					LSE0526 (Uncharacterized protein with ubiquitin fold)				NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00011017|R04F11.5	2.46	0	3.16	58.79	0.04		185 aa					KOG4545 (Uncharacterized conserved protein)	KOG4545: Uncharacterized conserved protein; meNOG17083: Annotation not available	PF10171: Uncharacterised conserved protein (DUF2366)	WBPhenotype: Emb	NOT WBPheno: Bmd; Let; Ste; Variant; postembryonic development variant
WBGene00022765|ZK546.14	3.39	1.39	2.64	81.45	0.04		454-472 aa	Seg; Ncoils				KOG2885 (Uncharacterized conserved protein)	KOG2885: Uncharacterized conserved protein; meNOG17768: Surfeit locus protein		WBPhenotype: Gro; Lva; Sck; late larval arrest; pattern of transgene expression variant; receptor mediated endocytosis defective; transgene subcellular localization variant	NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00019962|R08E5.2	3.39	2.23	1.09	81.48	0.04		240-337 aa	Seg				KOG1252 (Cystathionine beta-synthase and related enzymes)	COG0031: Cysteine synthase; KOG1252: Cystathionine beta-synthase and related enzymes; meNOG28640: Annotation not available	PF00291: Pyridoxal-phosphate dependent enzyme		NOT WBPheno: Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00008974|F20D1.2|tbc-1	0.12	0	0	2.89	0.04		641 aa	Seg; Ncoils			StrictHumOrth	"KOG3636 (Uncharacterized conserved protein, contains TBC and Rhodanese domains)"	"KOG3636: Uncharacterized conserved protein, contains TBC and Rhodanese domains; meNOG04547: TBC1 domain family member protein"	PF00566: TBC domain; PF00581: Rhodanese-like domain	WBPhenotype: Age; Emb; Esp; antimicrobial gene expression variant; transgene expression reduced	NOT WBPheno: Gro; Let; Lva; Lvl; Ste; Stp; Variant; nervous system development variant; nervous system morphology variant; postembryonic development variant
WBGene00019011|F57C9.4	1.58	0.7	1.25	38.09	0.04		474-856 aa	Seg; Ncoils	Thomas+W_TF			KOG1721 (Zn-finger); LSE0525 (Small secreted protein with conserved cysteines)	COG5048: FOG: Zn-finger; KOG1721: FOG: Zn-finger	"PF00096: Zinc finger, C2H2 type"	WBPhenotype: Emb	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; fertility variant; growth variant; meiotic chromosome segregation variant; multiple anchor cells; postembryonic development variant
WBGene00014096|ZK829.7	0.37	0.29	0	8.92	0.04		372 aa	Seg				KOG1198 (Zinc-binding oxidoreductase)	KOG1198: Zinc-binding oxidoreductase; meNOG19304: Protein involved in 3-chloroacrylic acid degradation	PF00107: Zinc-binding dehydrogenase; PF08240: Alcohol dehydrogenase GroES-like domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012151|VH15N14R.1	0.27	0	0.35	6.51	0.04		232 aa	Seg								
WBGene00015716|C12D12.5|sox-4	0.25	0	0	6.03	0.04		241 aa	Seg	Thomas+W_TF				KOG0527: HMG-box transcription factor	PF00505: HMG (high mobility group) box		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00015955|C18B2.4	0.34	0.39	1.51	9.41	0.04		296 aa	Seg			StrictHumOrth	"KOG3294 (WW domain binding protein WBP-2, contains GRAM domain)"	"KOG3294: WW domain binding protein WBP-2, contains GRAM domain; meNOG14221: WW domain binding protein 2"	PF02893: GRAM domain; PF10349: WW-domain ligand protein; PF11605: Vacuolar protein sorting protein 36 Vps36		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012111|T28A8.5	0.15	0	0.18	3.62	0.04		234 aa							PF04435: Domain of unknown function (DUF545)		NOT WBPheno: Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00019461|K07A3.3	0	0.14	0	3.38	0.04		356-518 aa	Seg				KOG0745 (Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily))	"COG1219: ATP-dependent protease Clp, ATPase subunit; KOG0745: Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily); meNOG04400: Atp-Dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	"PF00004: ATPase family associated with various cellular activities (AAA); PF01695: IstB-like ATP binding protein; PF07724: AAA domain (Cdc48 subfamily); PF07728: AAA domain (dynein-related subfamily); PF10431: C-terminal, D2-small domain, of ClpB protein"		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00009270|F30F8.1	0.12	0	0	2.92	0.04		645 aa	Seg								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012205|W02B12.10	2.84	0	8.98	69.24	0.04		256 aa				StrictHumOrth	KOG3115 (Methyltransferase-like protein)	COG0220: Predicted S-adenosylmethionine-dependent methyltransferase; KOG3115: Methyltransferase-like protein; meNOG05345: Methyltransferase	PF02390: Putative methyltransferase	WBPhenotype: Emb	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant; transgene expression reduced
WBGene00018964|F56D2.2	0	0.75	0	18.33	0.04		451 aa	Seg				KOG1814 (Predicted E3 ubiquitin ligase)	KOG1814: Predicted E3 ubiquitin ligase; meNOG08066: Ring finger protein 14	PF01485: IBR domain; PF05773: RWD domain	WBPhenotype: Gro	NOT WBPheno: Emb; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00007448|C08F8.6	0	0.37	1.63	9.1	0.04		380 aa	Seg; Ncoils				KOG1164 (Casein kinase (serine/threonine/tyrosine protein kinase))	COG0515: Serine/threonine protein kinase; KOG1164: Casein kinase (serine/threonine/tyrosine protein kinase); meNOG05143: Tau tubulin kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00012638|Y38H8A.4	0	0.19	0	4.68	0.04		331 aa	Seg				KOG0583 (Serine/threonine protein kinase)	COG0515: Serine/threonine protein kinase; KOG0583: Serine/threonine protein kinase; meNOG15121: Testis-Specific serine protein	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		
WBGene00018930|F56B3.6	0	1.01	0	24.88	0.04		205 aa	Tmhmm; Seg				KOG1725 (Protein involved in membrane traffic (YOP1/TB2/DP1/HVA22 family))	COG5052: Protein involved in membrane traffic; KOG1725: Protein involved in membrane traffic (YOP1/TB2/DP1/HVA22 family)	"PF03134: TB2/DP1, HVA22 family"		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00011145|R08D7.5	2.84	0	21.39	70.14	0.04		148 aa					"KOG0028 (Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein)"	"COG5126: Ca2+-binding protein (EF-Hand superfamily); KOG0028: Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein; meNOG13806: Caltractin isoform protein"			NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00006660|B0334.2|twk-5	0	0.35	0	8.67	0.04	nonwt_RNAi	281-288 aa	SignalP; Tmhmm; Seg				KOG1418 (Tandem pore domain K+ channel)	KOG1418: Tandem pore domain K+ channel	PF07885: Ion channel		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00011753|T13F3.6	0.57	0	0	14.14	0.04		168 aa	SignalP								NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
